Dept,Arriv,ST_Peak,ST_Offpeak,RedST_Peak,RedST_Offpeak
Bethesda Metro Station,West Falls Church Metro Station,5.1,3.85,2.55,2.55
Bethesda Metro Station,Dunn Loring-merrifield Metro Station,5.75,3.85,2.85,2.85
Bethesda Metro Station,Vienna Metro Station,6,3.85,3,3
Bethesda Metro Station,Friendship Heights Metro Station,2.25,2,1.1,1.1
Bethesda Metro Station,Shady Grove Metro Station,4.45,3.65,2.2,2.2
Bethesda Metro Station,Rockville Metro Station,3.7,3.1,1.85,1.85
Bethesda Metro Station,Twinbrook Metro Station,3.15,2.6,1.55,1.55
Bethesda Metro Station,White Flint Metro Station,2.8,2.4,1.4,1.4
Bethesda Metro Station,Grosvenor-strathmore Metro Station,2.35,2.05,1.15,1.15
Bethesda Metro Station,Medical Center Metro Station,2.25,2,1.1,1.1
Bethesda Metro Station,Bethesda Metro Station,0,0,0,0
Bethesda Metro Station,Foggy Bottom-gwu Metro Station,3.65,3.05,1.8,1.8
Bethesda Metro Station,Court House Metro Station,4.05,3.35,2,2
Bethesda Metro Station,Clarendon Metro Station,4.15,3.4,2.05,2.05
Bethesda Metro Station,East Falls Church Metro Station,4.8,3.85,2.4,2.4
Bethesda Metro Station,Virginia Square-gmu Metro Station,4.25,3.4,2.1,2.1
Bethesda Metro Station,Ballston-mu Metro Station,4.35,3.4,2.15,2.15
Bethesda Metro Station,Farragut West Metro Station,3.35,2.6,1.65,1.65
Bethesda Metro Station,Farragut North Metro Station,3.35,2.6,1.65,1.65
Bethesda Metro Station,Woodley Park-zoo Metro,2.8,2.45,1.4,1.4
Bethesda Metro Station,L'enfant Plaza Metro Station,3.85,3.2,1.9,1.9
Bethesda Metro Station,Smithsonian Metro Station,3.75,3.1,1.85,1.85
Bethesda Metro Station,Pentagon City Metro Station,4.4,3.6,2.2,2.2
Bethesda Metro Station,Federal Triangle Metro Station,3.65,3.05,1.8,1.8
Bethesda Metro Station,Archives-navy Memorial Metro Station,3.7,3.05,1.85,1.8
Bethesda Metro Station,Waterfront Metro Station,4.05,3.35,2,2
Bethesda Metro Station,National Airport Metro Station,4.7,3.85,2.35,2.35
Bethesda Metro Station,Van Dorn Street Metro Station,6,3.85,3,3
Bethesda Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Bethesda Metro Station,Federal Center Sw Metro Station,3.95,3.25,1.95,1.95
Bethesda Metro Station,Judiciary Square Metro Station,3.7,3.1,1.85,1.85
Bethesda Metro Station,Capitol South Metro Station,4.05,3.35,2,2
Bethesda Metro Station,Metro Center,3.55,3,1.75,1.75
Bethesda Metro Station,Gallery Pl-chinatown Metro Station,3.6,3.05,1.8,1.8
Bethesda Metro Station,Mount Vernon Square Metro Station,3.65,3.05,1.8,1.8
Bethesda Metro Station,U Street Metro Station,3.65,3.05,1.8,1.8
Bethesda Metro Station,Union Station Metro Station,3.85,3.2,1.9,1.9
Bethesda Metro Station,Congress Heights Metro Station,4.9,3.85,2.45,2.45
Bethesda Metro Station,Naylor Road Metro Station,5.3,3.85,2.65,2.65
Bethesda Metro Station,Suitland Metro Station,5.7,3.85,2.85,2.85
Bethesda Metro Station,Branch Ave Metro Station,6,3.85,3,3
Bethesda Metro Station,Braddock Road Metro Station,5.5,3.85,2.75,2.75
Bethesda Metro Station,King Street Metro Station,5.65,3.85,2.8,2.8
Bethesda Metro Station,Eisenhower Avenue Metro Station,5.8,3.85,2.9,2.9
Bethesda Metro Station,Huntington Metro Station,5.95,3.85,2.95,2.95
Bethesda Metro Station,Anacostia Metro Station,4.55,3.7,2.25,2.25
Bethesda Metro Station,Eastern Market Metro Station,4.2,3.4,2.1,2.1
Bethesda Metro Station,Potomac Ave Metro Station,4.35,3.4,2.15,2.15
Bethesda Metro Station,Stadium-armory Metro Station,4.45,3.65,2.2,2.2
Bethesda Metro Station,Rhode Island Ave Metro Station,4,3.3,2,2
Bethesda Metro Station,Minnesota Ave Metro Station,4.85,3.85,2.4,2.4
Bethesda Metro Station,Van Ness-udc Metro Station,2.4,2.1,1.2,1.2
Bethesda Metro Station,Cleveland Park Metro Station,2.6,2.25,1.3,1.3
Bethesda Metro Station,Columbia Heights Metro Station,3.7,3.1,1.85,1.85
Bethesda Metro Station,Spring Hill Metro Station,5.95,3.85,2.95,2.95
Bethesda Metro Station,Greensboro Metro Station,5.8,3.85,2.9,2.9
Bethesda Metro Station,Tysons Corner Metro Station,5.65,3.85,2.8,2.8
Bethesda Metro Station,Mclean Metro Station,5.45,3.85,2.7,2.7
Bethesda Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Foggy Bottom-gwu Metro Station,College Park-u Of Md Metro Station,4.4,3.6,2.2,2.2
Foggy Bottom-gwu Metro Station,Capitol Heights Metro Station,3.9,3.25,1.95,1.95
Foggy Bottom-gwu Metro Station,Morgan Boulevard Metro Station,4.6,3.8,2.3,2.3
Foggy Bottom-gwu Metro Station,Georgia Ave-petworth Metro Station,2.55,2.25,1.25,1.25
Foggy Bottom-gwu Metro Station,Takoma Metro Station,3.5,2.6,1.75,1.75
Foggy Bottom-gwu Metro Station,Glenmont Metro Station,5.25,3.85,2.6,2.6
Foggy Bottom-gwu Metro Station,Wheaton Metro Station,4.75,3.85,2.35,2.35
Foggy Bottom-gwu Metro Station,Forest Glen Metro Station,4.3,3.4,2.15,2.15
Foggy Bottom-gwu Metro Station,Silver Spring Metro Station,3.85,3.2,1.9,1.9
Foggy Bottom-gwu Metro Station,Brookland-cua Metro Station,2.75,2.35,1.35,1.35
Foggy Bottom-gwu Metro Station,Fort Totten Metro Station,3.05,2.6,1.5,1.5
Foggy Bottom-gwu Metro Station,Prince George's Plaza Metro Station,3.9,3.2,1.95,1.95
Foggy Bottom-gwu Metro Station,West Hyattsville Metro Station,3.55,3,1.75,1.75
Foggy Bottom-gwu Metro Station,Benning Road Metro Station,3.5,2.6,1.75,1.75
Foggy Bottom-gwu Metro Station,Addison Road-seat Pleasant Metro Station,4.2,3.4,2.1,2.1
Foggy Bottom-gwu Metro Station,Deanwood Metro Station,3.6,3,1.8,1.8
Foggy Bottom-gwu Metro Station,New Carrollton Metro Station,4.8,3.85,2.4,2.4
Foggy Bottom-gwu Metro Station,Landover Metro Station,4.4,3.6,2.2,2.2
Foggy Bottom-gwu Metro Station,Cheverly Metro Station,3.9,3.25,1.95,1.95
Foggy Bottom-gwu Metro Station,Largo Town Center Metro Station,5,3.85,2.5,2.5
Foggy Bottom-gwu Metro Station,Noma Metro,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Rosslyn Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Arlington Cemetery Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Dupont Circle Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Pentagon Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Crystal City Metro Station,2.55,2.25,1.25,1.25
Foggy Bottom-gwu Metro Station,Navy Yard Metro Station,2.4,2.1,1.2,1.2
Foggy Bottom-gwu Metro Station,Mcpherson Square Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Shaw-howard U Metro,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Southern Ave Metro Station,3.4,2.6,1.7,1.7
Foggy Bottom-gwu Metro Station,Greenbelt Metro Station,5.1,3.85,2.55,2.55
Foggy Bottom-gwu Metro Station,Tenleytown-au Metro Station,2.9,2.5,1.45,1.45
Foggy Bottom-gwu Metro Station,West Falls Church Metro Station,3.8,3.15,1.9,1.9
Foggy Bottom-gwu Metro Station,Dunn Loring-merrifield Metro Station,4.45,3.65,2.2,2.2
Foggy Bottom-gwu Metro Station,Vienna Metro Station,5.15,3.85,2.55,2.55
Foggy Bottom-gwu Metro Station,Friendship Heights Metro Station,3.15,2.6,1.55,1.55
Foggy Bottom-gwu Metro Station,Shady Grove Metro Station,6,3.85,3,3
Foggy Bottom-gwu Metro Station,Rockville Metro Station,5.85,3.85,2.9,2.9
Foggy Bottom-gwu Metro Station,Twinbrook Metro Station,5.3,3.85,2.65,2.65
Foggy Bottom-gwu Metro Station,White Flint Metro Station,5,3.85,2.5,2.5
Foggy Bottom-gwu Metro Station,Grosvenor-strathmore Metro Station,4.6,3.75,2.3,2.3
Foggy Bottom-gwu Metro Station,Medical Center Metro Station,3.95,3.25,1.95,1.95
Foggy Bottom-gwu Metro Station,Bethesda Metro Station,3.65,3.05,1.8,1.8
Foggy Bottom-gwu Metro Station,Foggy Bottom-gwu Metro Station,0,0,0,0
Foggy Bottom-gwu Metro Station,Court House Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Clarendon Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,East Falls Church Metro Station,3.25,2.6,1.6,1.6
Foggy Bottom-gwu Metro Station,Virginia Square-gmu Metro Station,2.35,2.05,1.15,1.15
Foggy Bottom-gwu Metro Station,Ballston-mu Metro Station,2.5,2.2,1.25,1.25
Foggy Bottom-gwu Metro Station,Farragut West Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Farragut North Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Woodley Park-zoo Metro,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,L'enfant Plaza Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Smithsonian Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Pentagon City Metro Station,2.4,2.1,1.2,1.2
Foggy Bottom-gwu Metro Station,Federal Triangle Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Archives-navy Memorial Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Waterfront Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,National Airport Metro Station,2.7,2.35,1.35,1.35
Foggy Bottom-gwu Metro Station,Van Dorn Street Metro Station,4.55,3.75,2.25,2.25
Foggy Bottom-gwu Metro Station,Franconia-springfield Metro Station,5.5,3.85,2.75,2.75
Foggy Bottom-gwu Metro Station,Federal Center Sw Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Judiciary Square Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Capitol South Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Metro Center,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Gallery Pl-chinatown Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Mount Vernon Square Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,U Street Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Union Station Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Congress Heights Metro Station,3.15,2.6,1.55,1.55
Foggy Bottom-gwu Metro Station,Naylor Road Metro Station,3.65,3.05,1.8,1.8
Foggy Bottom-gwu Metro Station,Suitland Metro Station,4.05,3.35,2,2
Foggy Bottom-gwu Metro Station,Branch Ave Metro Station,4.5,3.7,2.25,2.25
Foggy Bottom-gwu Metro Station,Braddock Road Metro Station,3.6,3,1.8,1.8
Foggy Bottom-gwu Metro Station,King Street Metro Station,3.75,3.15,1.85,1.85
Foggy Bottom-gwu Metro Station,Eisenhower Avenue Metro Station,3.95,3.25,1.95,1.95
Foggy Bottom-gwu Metro Station,Huntington Metro Station,4.1,3.35,2.05,2.05
Foggy Bottom-gwu Metro Station,Anacostia Metro Station,2.75,2.35,1.35,1.35
Foggy Bottom-gwu Metro Station,Eastern Market Metro Station,2.45,2.15,1.2,1.2
Foggy Bottom-gwu Metro Station,Potomac Ave Metro Station,2.6,2.3,1.3,1.3
Foggy Bottom-gwu Metro Station,Stadium-armory Metro Station,2.8,2.4,1.4,1.4
Foggy Bottom-gwu Metro Station,Rhode Island Ave Metro Station,2.5,2.2,1.25,1.25
Foggy Bottom-gwu Metro Station,Minnesota Ave Metro Station,3.35,2.6,1.65,1.65
Foggy Bottom-gwu Metro Station,Van Ness-udc Metro Station,2.6,2.25,1.3,1.3
Foggy Bottom-gwu Metro Station,Cleveland Park Metro Station,2.4,2.1,1.2,1.2
Foggy Bottom-gwu Metro Station,Columbia Heights Metro Station,2.25,2,1.1,1.1
Foggy Bottom-gwu Metro Station,Spring Hill Metro Station,4.9,3.85,2.45,2.45
Foggy Bottom-gwu Metro Station,Greensboro Metro Station,4.75,3.85,2.35,2.35
Foggy Bottom-gwu Metro Station,Tysons Corner Metro Station,4.55,3.7,2.25,2.25
Foggy Bottom-gwu Metro Station,Mclean Metro Station,4.35,3.4,2.15,2.15
Foggy Bottom-gwu Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Court House Metro Station,College Park-u Of Md Metro Station,5.05,3.85,2.5,2.5
Court House Metro Station,Capitol Heights Metro Station,4.55,3.7,2.25,2.25
Court House Metro Station,Morgan Boulevard Metro Station,5.25,3.85,2.6,2.6
Court House Metro Station,Georgia Ave-petworth Metro Station,3.25,2.6,1.6,1.6
Court House Metro Station,Takoma Metro Station,4.05,3.35,2,2
Court House Metro Station,Glenmont Metro Station,5.7,3.85,2.85,2.85
Court House Metro Station,Wheaton Metro Station,5.25,3.85,2.6,2.6
Court House Metro Station,Forest Glen Metro Station,4.8,3.85,2.4,2.4
Court House Metro Station,Silver Spring Metro Station,4.4,3.6,2.2,2.2
Court House Metro Station,Brookland-cua Metro Station,3.45,2.6,1.7,1.7
Court House Metro Station,Fort Totten Metro Station,3.7,3.1,1.85,1.85
Court House Metro Station,Prince George's Plaza Metro Station,4.5,3.7,2.25,2.25
Court House Metro Station,West Hyattsville Metro Station,4.2,3.4,2.1,2.1
Court House Metro Station,Benning Road Metro Station,4.15,3.4,2.05,2.05
Court House Metro Station,Addison Road-seat Pleasant Metro Station,4.85,3.85,2.4,2.4
Court House Metro Station,Deanwood Metro Station,4.25,3.4,2.1,2.1
Court House Metro Station,New Carrollton Metro Station,5.45,3.85,2.7,2.7
Court House Metro Station,Landover Metro Station,5.05,3.85,2.5,2.5
Court House Metro Station,Cheverly Metro Station,4.55,3.75,2.25,2.25
Court House Metro Station,Largo Town Center Metro Station,5.65,3.85,2.8,2.8
Court House Metro Station,Noma Metro,2.95,2.55,1.45,1.45
Court House Metro Station,Rosslyn Metro Station,2.25,2,1.1,1.1
Court House Metro Station,Arlington Cemetery Metro Station,2.25,2,1.1,1.1
Court House Metro Station,Dupont Circle Metro Station,2.55,2.2,1.25,1.25
Court House Metro Station,Pentagon Metro Station,2.25,2,1.1,1.1
Court House Metro Station,Crystal City Metro Station,2.5,2.2,1.25,1.25
Court House Metro Station,Navy Yard Metro Station,3.05,2.6,1.5,1.5
Court House Metro Station,Mcpherson Square Metro Station,2.3,2.05,1.15,1.15
Court House Metro Station,Shaw-howard U Metro,2.75,2.35,1.35,1.35
Court House Metro Station,Southern Ave Metro Station,3.9,3.25,1.95,1.95
Court House Metro Station,Greenbelt Metro Station,5.7,3.85,2.85,2.85
Court House Metro Station,Tenleytown-au Metro Station,3.35,2.6,1.65,1.65
Court House Metro Station,West Falls Church Metro Station,3.15,2.6,1.55,1.55
Court House Metro Station,Dunn Loring-merrifield Metro Station,3.8,3.15,1.9,1.9
Court House Metro Station,Vienna Metro Station,4.55,3.7,2.25,2.25
Court House Metro Station,Friendship Heights Metro Station,3.55,3,1.75,1.75
Court House Metro Station,Shady Grove Metro Station,6,3.85,3,3
Court House Metro Station,Rockville Metro Station,6,3.85,3,3
Court House Metro Station,Twinbrook Metro Station,5.7,3.85,2.85,2.85
Court House Metro Station,White Flint Metro Station,5.35,3.85,2.65,2.65
Court House Metro Station,Grosvenor-strathmore Metro Station,5,3.85,2.5,2.5
Court House Metro Station,Medical Center Metro Station,4.35,3.4,2.15,2.15
Court House Metro Station,Bethesda Metro Station,4.05,3.35,2,2
Court House Metro Station,Foggy Bottom-gwu Metro Station,2.25,2,1.1,1.1
Court House Metro Station,Court House Metro Station,0,0,0,0
Court House Metro Station,Clarendon Metro Station,2.25,2,1.1,1.1
Court House Metro Station,East Falls Church Metro Station,2.55,2.2,1.25,1.25
Court House Metro Station,Virginia Square-gmu Metro Station,2.25,2,1.1,1.1
Court House Metro Station,Ballston-mu Metro Station,2.25,2,1.1,1.1
Court House Metro Station,Farragut West Metro Station,2.25,2,1.1,1.1
Court House Metro Station,Farragut North Metro Station,2.25,2,1.1,1.1
Court House Metro Station,Woodley Park-zoo Metro,2.8,2.4,1.4,1.4
Court House Metro Station,L'enfant Plaza Metro Station,2.65,2.3,1.3,1.3
Court House Metro Station,Smithsonian Metro Station,2.5,2.2,1.25,1.25
Court House Metro Station,Pentagon City Metro Station,2.3,2.05,1.15,1.15
Court House Metro Station,Federal Triangle Metro Station,2.45,2.15,1.2,1.2
Court House Metro Station,Archives-navy Memorial Metro Station,2.55,2.2,1.25,1.25
Court House Metro Station,Waterfront Metro Station,2.85,2.45,1.4,1.4
Court House Metro Station,National Airport Metro Station,2.7,2.35,1.35,1.35
Court House Metro Station,Van Dorn Street Metro Station,4.3,3.4,2.15,2.15
Court House Metro Station,Franconia-springfield Metro Station,5.25,3.85,2.6,2.6
Court House Metro Station,Federal Center Sw Metro Station,2.75,2.4,1.35,1.35
Court House Metro Station,Judiciary Square Metro Station,2.6,2.3,1.3,1.3
Court House Metro Station,Capitol South Metro Station,2.95,2.5,1.45,1.45
Court House Metro Station,Metro Center,2.4,2.1,1.2,1.2
Court House Metro Station,Gallery Pl-chinatown Metro Station,2.5,2.2,1.25,1.25
Court House Metro Station,Mount Vernon Square Metro Station,2.65,2.2,1.3,1.25
Court House Metro Station,U Street Metro Station,2.8,2.4,1.4,1.4
Court House Metro Station,Union Station Metro Station,2.8,2.4,1.4,1.4
Court House Metro Station,Congress Heights Metro Station,3.65,3.05,1.8,1.8
Court House Metro Station,Naylor Road Metro Station,4.2,3.4,2.1,2.1
Court House Metro Station,Suitland Metro Station,4.6,3.75,2.3,2.3
Court House Metro Station,Branch Ave Metro Station,5.05,3.85,2.5,2.5
Court House Metro Station,Braddock Road Metro Station,3.5,2.6,1.75,1.75
Court House Metro Station,King Street Metro Station,3.65,3.05,1.8,1.8
Court House Metro Station,Eisenhower Avenue Metro Station,3.8,3.15,1.9,1.9
Court House Metro Station,Huntington Metro Station,3.95,3.25,1.95,1.95
Court House Metro Station,Anacostia Metro Station,3.35,2.6,1.65,1.65
Court House Metro Station,Eastern Market Metro Station,3.1,2.6,1.55,1.55
Court House Metro Station,Potomac Ave Metro Station,3.3,2.6,1.65,1.65
Court House Metro Station,Stadium-armory Metro Station,3.45,2.6,1.7,1.7
Court House Metro Station,Rhode Island Ave Metro Station,3.25,2.6,1.6,1.6
Court House Metro Station,Minnesota Ave Metro Station,4,3.3,2,2
Court House Metro Station,Van Ness-udc Metro Station,3.15,2.6,1.55,1.55
Court House Metro Station,Cleveland Park Metro Station,2.95,2.55,1.45,1.45
Court House Metro Station,Columbia Heights Metro Station,2.95,2.55,1.45,1.45
Court House Metro Station,Spring Hill Metro Station,4.3,3.4,2.15,2.15
Court House Metro Station,Greensboro Metro Station,4.15,3.4,2.05,2.05
Court House Metro Station,Tysons Corner Metro Station,3.95,3.25,1.95,1.95
Court House Metro Station,Mclean Metro Station,3.75,3.15,1.85,1.85
Court House Metro Station,Wiehle-reston East Metro Station,5.95,3.85,2.95,2.95
Clarendon Metro Station,College Park-u Of Md Metro Station,5.2,3.85,2.6,2.6
Clarendon Metro Station,Capitol Heights Metro Station,4.7,3.85,2.35,2.35
Clarendon Metro Station,Morgan Boulevard Metro Station,5.4,3.85,2.7,2.7
Clarendon Metro Station,Georgia Ave-petworth Metro Station,3.4,2.6,1.7,1.7
Clarendon Metro Station,Takoma Metro Station,4.2,3.4,2.1,2.1
Clarendon Metro Station,Glenmont Metro Station,5.85,3.85,2.9,2.9
Clarendon Metro Station,Wheaton Metro Station,5.35,3.85,2.65,2.65
Clarendon Metro Station,Forest Glen Metro Station,4.9,3.85,2.45,2.45
Clarendon Metro Station,Silver Spring Metro Station,4.5,3.7,2.25,2.25
Clarendon Metro Station,Brookland-cua Metro Station,3.6,3,1.8,1.8
Clarendon Metro Station,Fort Totten Metro Station,3.85,3.2,1.9,1.9
Clarendon Metro Station,Prince George's Plaza Metro Station,4.65,3.8,2.3,2.3
Clarendon Metro Station,West Hyattsville Metro Station,4.35,3.4,2.15,2.15
Clarendon Metro Station,Benning Road Metro Station,4.25,3.4,2.1,2.1
Clarendon Metro Station,Addison Road-seat Pleasant Metro Station,4.95,3.85,2.45,2.45
Clarendon Metro Station,Deanwood Metro Station,4.35,3.4,2.15,2.15
Clarendon Metro Station,New Carrollton Metro Station,5.6,3.85,2.8,2.8
Clarendon Metro Station,Landover Metro Station,5.2,3.85,2.6,2.6
